#pub,#sub,90th_percentile_latency(ms),average_latency(ms)
1,470,48.000000,31.735723
1,475,48.000000,31.518828
1,480,51.000000,33.299156
1,485,47.000000,30.853326
1,490,49.000000,32.786605
1,495,47.000000,32.036778
1,500,49.000000,32.641223
1,505,50.000000,32.687261
1,510,49.000000,31.902000
1,515,50.000000,32.862142
1,520,51.000000,33.290878
1,525,52.000000,33.716483
1,530,52.000000,33.320755
1,535,50.000000,33.158545
1,540,52.000000,33.498836
1,545,55.000000,34.784813
1,550,54.000000,34.390203
1,555,55.000000,35.035772
1,560,57.000000,36.921905
1,565,57.000000,36.555147
1,570,55.000000,35.328398
1,575,53.000000,34.432884
1,580,56.000000,35.985006
1,585,52.000000,34.635348
1,590,56.000000,36.501785
1,595,54.000000,35.334356
1,600,56.000000,36.418661
1,605,55.000000,35.584887
1,610,54.000000,35.185833
1,615,56.000000,36.302322
1,620,55.000000,35.766755
1,625,57.000000,37.236229
1,630,61.000000,38.536952
1,635,57.000000,37.145906
1,640,62.000000,38.734247
1,645,57.000000,36.524062
1,650,62.000000,39.721667
1,655,64.000000,39.858527
1,660,60.000000,37.951096
1,665,57.000000,36.837669
1,670,60.000000,38.695848
1,675,63.000000,40.044131
1,680,66.000000,40.480179
1,685,66.000000,41.526754
1,690,65.000000,40.244582
1,695,64.000000,40.160993
1,700,63.000000,39.691114
1,705,62.000000,38.505823
1,710,60.000000,38.963089
1,715,66.000000,41.100781
1,720,72.000000,43.858333
1,725,68.000000,42.554832
1,730,67.000000,41.275553
1,735,69.000000,42.979390
1,740,67.000000,42.291115
1,745,66.000000,42.426094
1,750,70.000000,43.669416
1,755,70.000000,42.528854
1,760,68.000000,42.047559
1,765,73.000000,45.175889
1,770,70.000000,42.920169
1,775,70.000000,43.726331
1,780,71.000000,45.457017
1,785,71.000000,45.836140
1,790,74.000000,47.076947
1,795,76.000000,48.803096
1,800,79.000000,49.829765
